order_id,date,product_id,customer_id,quantity
ORD-09027,14/04/2025,P041,CUST-057,1
ORD-08002,14/04/2025,P007,CUST-036,3
ORD-03655,14/04/2025,P003,CUST-464,3
ORD-06590,14/04/2025,P043,CUST-277,3
ORD-07677,14/04/2025,P060,CUST-404,2
ORD-02040,14/04/2025,P090,CUST-193,1
ORD-01308,14/04/2025,P046,CUST-392,3
ORD-03897,14/04/2025,P006,CUST-488,1
ORD-07442,14/04/2025,P075,CUST-013,5
ORD-03146,15/04/2025,P001,CUST-004,1
ORD-08260,15/04/2025,P009,CUST-279,1
ORD-03012,15/04/2025,P047,CUST-133,2
ORD-04338,15/04/2025,P068,CUST-276,1
ORD-04371,15/04/2025,P067,CUST-157,1
ORD-07862,15/04/2025,P069,CUST-002,1
ORD-09547,15/04/2025,P095,CUST-122,2
ORD-03690,15/04/2025,P086,CUST-346,1
ORD-07416,15/04/2025,P060,CUST-391,1
ORD-09717,15/04/2025,P069,CUST-317,1
ORD-01491,15/04/2025,P011,CUST-046,1
ORD-02984,15/04/2025,P025,CUST-045,3
ORD-06192,15/04/2025,P035,CUST-324,1
ORD-06191,15/04/2025,P061,CUST-448,2
ORD-09344,15/04/2025,P099,CUST-185,1
ORD-09970,15/04/2025,P091,CUST-218,1
ORD-01142,15/04/2025,P048,CUST-192,4
ORD-03080,15/04/2025,P098,CUST-077,1
ORD-02293,15/04/2025,P017,CUST-374,1
ORD-05298,15/04/2025,P039,CUST-154,1
ORD-03123,15/04/2025,P006,CUST-382,1
ORD-08081,15/04/2025,P075,CUST-025,5
ORD-02400,15/04/2025,P068,CUST-410,1
ORD-04259,15/04/2025,P044,CUST-233,1
ORD-02145,15/04/2025,P083,CUST-374,1
ORD-01101,15/04/2025,P098,CUST-476,4
ORD-04606,15/04/2025,P011,CUST-386,2
ORD-00197,15/04/2025,P075,CUST-253,1
ORD-08744,15/04/2025,P033,CUST-214,1
ORD-02808,15/04/2025,P096,CUST-366,1
ORD-05628,15/04/2025,P044,CUST-017,1
ORD-08764,15/04/2025,P006,CUST-461,1
ORD-06276,15/04/2025,P078,CUST-006,1
ORD-02763,15/04/2025,P050,CUST-137,2
ORD-01663,15/04/2025,P059,CUST-198,1
ORD-03946,15/04/2025,P025,CUST-413,1
ORD-06323,15/04/2025,P086,CUST-014,1
ORD-02700,15/04/2025,P095,CUST-143,4
ORD-00116,16/04/2025,P057,CUST-179,1
ORD-05517,16/04/2025,P052,CUST-119,2
ORD-06185,16/04/2025,P018,CUST-188,1
ORD-08253,16/04/2025,P045,CUST-242,2
ORD-08159,16/04/2025,P098,CUST-174,1
ORD-02499,16/04/2025,P054,CUST-302,1
ORD-02431,16/04/2025,P083,CUST-496,5
ORD-00896,16/04/2025,P091,CUST-480,1
ORD-09822,16/04/2025,P081,CUST-193,1
ORD-05476,16/04/2025,P020,CUST-051,1
ORD-06327,16/04/2025,P043,CUST-149,2
ORD-02207,16/04/2025,P053,CUST-324,1
ORD-07088,16/04/2025,P034,CUST-133,3
ORD-03129,16/04/2025,P054,CUST-360,1
ORD-00191,16/04/2025,P057,CUST-211,1
ORD-03202,16/04/2025,P026,CUST-310,1
ORD-00306,16/04/2025,P057,CUST-268,1
ORD-06318,16/04/2025,P035,CUST-308,5
ORD-09531,16/04/2025,P058,CUST-211,1
ORD-03527,16/04/2025,P048,CUST-067,1
ORD-09959,16/04/2025,P037,CUST-424,1
ORD-09756,16/04/2025,P093,CUST-027,2
ORD-06182,16/04/2025,P062,CUST-385,2
ORD-05122,16/04/2025,P074,CUST-190,1
ORD-05837,16/04/2025,P034,CUST-484,1
ORD-03035,16/04/2025,P090,CUST-456,1
ORD-01619,16/04/2025,P055,CUST-094,3
ORD-06506,16/04/2025,P048,CUST-017,2
ORD-00497,16/04/2025,P014,CUST-051,5
ORD-02541,16/04/2025,P042,CUST-311,2
ORD-00553,16/04/2025,P082,CUST-048,4
ORD-06138,17/04/2025,P058,CUST-337,1
ORD-05708,17/04/2025,P004,CUST-322,1
ORD-03208,17/04/2025,P066,CUST-273,1
ORD-05254,17/04/2025,P096,CUST-277,1
ORD-05685,17/04/2025,P086,CUST-006,1
ORD-06132,17/04/2025,P047,CUST-349,1
ORD-02734,17/04/2025,P080,CUST-158,1
ORD-07153,17/04/2025,P019,CUST-471,1
ORD-09887,17/04/2025,P091,CUST-089,2
ORD-04746,17/04/2025,P040,CUST-239,1
ORD-08055,17/04/2025,P095,CUST-275,1
ORD-09993,17/04/2025,P067,CUST-048,1
ORD-07318,17/04/2025,P083,CUST-411,1
ORD-05437,17/04/2025,P003,CUST-066,1
ORD-05662,17/04/2025,P007,CUST-097,1
ORD-00916,17/04/2025,P008,CUST-163,2
ORD-02741,17/04/2025,P041,CUST-185,1
ORD-06715,17/04/2025,P019,CUST-441,1
ORD-03632,17/04/2025,P029,CUST-466,1
ORD-04115,17/04/2025,P032,CUST-226,4
ORD-02840,17/04/2025,P034,CUST-204,1
ORD-02343,17/04/2025,P001,CUST-058,1
ORD-04895,17/04/2025,P080,CUST-475,4
ORD-00739,17/04/2025,P024,CUST-205,1
ORD-08743,17/04/2025,P078,CUST-235,3
ORD-06855,17/04/2025,P096,CUST-001,1
ORD-01778,17/04/2025,P055,CUST-135,3
ORD-01147,17/04/2025,P042,CUST-394,1
ORD-04876,17/04/2025,P078,CUST-118,1
ORD-08413,17/04/2025,P065,CUST-470,1
ORD-02420,17/04/2025,P018,CUST-486,1
ORD-07386,17/04/2025,P088,CUST-317,1
ORD-00865,17/04/2025,P091,CUST-365,1
ORD-03852,17/04/2025,P079,CUST-012,1
ORD-08461,17/04/2025,P098,CUST-295,1
ORD-07301,18/04/2025,P098,CUST-242,2
ORD-06517,18/04/2025,P097,CUST-288,1
ORD-03766,18/04/2025,P005,CUST-140,1
ORD-08422,18/04/2025,P017,CUST-110,1
ORD-05667,18/04/2025,P085,CUST-447,1
ORD-02407,18/04/2025,P073,CUST-448,1
ORD-08560,18/04/2025,P049,CUST-483,1
ORD-06044,18/04/2025,P046,CUST-094,1
ORD-08756,18/04/2025,P008,CUST-478,2
ORD-00185,18/04/2025,P066,CUST-326,1
ORD-09488,18/04/2025,P035,CUST-394,1
ORD-08806,18/04/2025,P006,CUST-493,1
ORD-07711,18/04/2025,P065,CUST-274,2
ORD-08934,18/04/2025,P047,CUST-350,4
ORD-02737,18/04/2025,P048,CUST-243,3
ORD-06146,18/04/2025,P039,CUST-066,1
ORD-07823,18/04/2025,P065,CUST-363,1
ORD-06845,18/04/2025,P098,CUST-012,4
ORD-03532,18/04/2025,P006,CUST-248,2
ORD-03323,18/04/2025,P082,CUST-339,2
ORD-06213,18/04/2025,P076,CUST-412,1
ORD-03866,18/04/2025,P080,CUST-379,2
ORD-00928,18/04/2025,P019,CUST-415,2
ORD-01906,18/04/2025,P078,CUST-402,1
ORD-03322,18/04/2025,P085,CUST-383,1
ORD-01515,18/04/2025,P026,CUST-263,1
ORD-04055,19/04/2025,P051,CUST-165,1
ORD-06991,19/04/2025,P095,CUST-267,1
ORD-08827,19/04/2025,P053,CUST-036,1
ORD-08821,19/04/2025,P050,CUST-410,1
ORD-03965,19/04/2025,P043,CUST-071,1
ORD-02951,19/04/2025,P022,CUST-335,1
ORD-03457,19/04/2025,P061,CUST-111,1
ORD-01353,19/04/2025,P028,CUST-343,1
ORD-08379,19/04/2025,P035,CUST-012,1
ORD-07679,19/04/2025,P046,CUST-262,2
ORD-05099,19/04/2025,P037,CUST-364,1
ORD-05421,19/04/2025,P050,CUST-176,1
ORD-03443,19/04/2025,P074,CUST-495,1
ORD-01967,19/04/2025,P023,CUST-112,1
ORD-04328,19/04/2025,P007,CUST-366,4
ORD-03511,19/04/2025,P096,CUST-050,1
ORD-02478,19/04/2025,P064,CUST-150,1
ORD-02256,19/04/2025,P091,CUST-222,2
ORD-08668,19/04/2025,P027,CUST-026,4
ORD-08963,19/04/2025,P067,CUST-429,1
ORD-08954,19/04/2025,P042,CUST-371,3
ORD-02914,19/04/2025,P070,CUST-187,1
ORD-05679,19/04/2025,P075,CUST-452,1
ORD-00543,19/04/2025,P097,CUST-440,1
ORD-06018,19/04/2025,P065,CUST-123,1
ORD-05181,19/04/2025,P079,CUST-216,2
ORD-03732,20/04/2025,P071,CUST-057,1
ORD-03354,20/04/2025,P004,CUST-361,1
ORD-02948,20/04/2025,P099,CUST-474,2
ORD-02063,20/04/2025,P013,CUST-292,1
ORD-00430,20/04/2025,P067,CUST-089,3
ORD-06876,20/04/2025,P025,CUST-010,1
ORD-02183,20/04/2025,P060,CUST-011,2
ORD-05198,20/04/2025,P018,CUST-309,1
ORD-00460,20/04/2025,P086,CUST-360,1
ORD-07388,20/04/2025,P034,CUST-280,1
ORD-04265,20/04/2025,P010,CUST-433,1
ORD-01819,20/04/2025,P060,CUST-389,1
ORD-03179,20/04/2025,P040,CUST-147,4
ORD-09460,20/04/2025,P027,CUST-413,1
ORD-02462,20/04/2025,P083,CUST-398,1
ORD-01719,20/04/2025,P090,CUST-236,1
ORD-00964,20/04/2025,P072,CUST-186,4
ORD-01908,20/04/2025,P029,CUST-417,1
ORD-00539,20/04/2025,P093,CUST-489,1
ORD-02880,20/04/2025,P083,CUST-227,1
ORD-03855,20/04/2025,P089,CUST-127,1
ORD-04599,20/04/2025,P015,CUST-170,1
ORD-02010,20/04/2025,P053,CUST-467,1
ORD-00190,20/04/2025,P042,CUST-020,1
ORD-00595,20/04/2025,P032,CUST-143,1
ORD-04768,20/04/2025,P009,CUST-313,3
ORD-05593,20/04/2025,P034,CUST-198,1
ORD-02266,20/04/2025,P017,CUST-464,1
ORD-03210,20/04/2025,P081,CUST-395,1
ORD-05578,20/04/2025,P040,CUST-145,1
ORD-08892,20/04/2025,P008,CUST-435,3
ORD-00695,20/04/2025,P019,CUST-076,1
ORD-04045,21/04/2025,P024,CUST-280,1
ORD-04947,21/04/2025,P057,CUST-244,1
ORD-00522,21/04/2025,P066,CUST-442,1
ORD-03467,21/04/2025,P043,CUST-212,1
ORD-02729,21/04/2025,P055,CUST-467,1
ORD-09186,21/04/2025,P040,CUST-244,2
ORD-07525,21/04/2025,P020,CUST-298,1
ORD-06761,21/04/2025,P021,CUST-314,1
ORD-04096,21/04/2025,P043,CUST-198,1
ORD-09007,21/04/2025,P025,CUST-108,1
ORD-02355,21/04/2025,P027,CUST-431,1
ORD-06687,21/04/2025,P022,CUST-165,1
ORD-04591,21/04/2025,P087,CUST-069,1
ORD-04188,21/04/2025,P052,CUST-025,1
ORD-08608,21/04/2025,P032,CUST-236,2
ORD-08121,21/04/2025,P018,CUST-453,1
ORD-00994,21/04/2025,P040,CUST-366,3
ORD-01094,21/04/2025,P057,CUST-059,1
ORD-01422,21/04/2025,P025,CUST-138,3
ORD-02220,21/04/2025,P027,CUST-299,3
ORD-01017,21/04/2025,P019,CUST-377,1
ORD-08137,21/04/2025,P093,CUST-497,1
ORD-09370,21/04/2025,P066,CUST-050,1
ORD-07584,22/04/2025,P001,CUST-452,1
ORD-03050,22/04/2025,P055,CUST-492,2
ORD-06133,22/04/2025,P052,CUST-036,1
ORD-04295,22/04/2025,P027,CUST-388,3
ORD-07176,22/04/2025,P042,CUST-008,1
ORD-05657,22/04/2025,P027,CUST-194,1
ORD-08521,22/04/2025,P055,CUST-279,2
ORD-04754,22/04/2025,P082,CUST-073,2
ORD-08354,22/04/2025,P100,CUST-302,3
ORD-04985,22/04/2025,P083,CUST-130,2
ORD-08694,22/04/2025,P092,CUST-274,1
ORD-08003,22/04/2025,P028,CUST-219,1
ORD-03512,22/04/2025,P036,CUST-367,1
ORD-03706,22/04/2025,P011,CUST-193,1
ORD-03502,22/04/2025,P099,CUST-343,1
ORD-03081,22/04/2025,P016,CUST-048,1
ORD-06798,22/04/2025,P036,CUST-087,3
ORD-04044,22/04/2025,P054,CUST-093,1
ORD-03364,22/04/2025,P017,CUST-162,1
ORD-04917,22/04/2025,P081,CUST-384,3
ORD-07549,22/04/2025,P035,CUST-348,1
ORD-08098,22/04/2025,P001,CUST-022,1
ORD-02109,22/04/2025,P080,CUST-381,1
ORD-01460,22/04/2025,P029,CUST-413,1
ORD-01997,22/04/2025,P023,CUST-133,1
ORD-01213,22/04/2025,P059,CUST-353,1
ORD-09900,22/04/2025,P043,CUST-295,1
ORD-00463,22/04/2025,P062,CUST-185,1
ORD-00273,22/04/2025,P071,CUST-499,5
ORD-01791,22/04/2025,P062,CUST-488,1
ORD-01171,23/04/2025,P034,CUST-199,1
ORD-05742,23/04/2025,P026,CUST-039,1
ORD-05354,23/04/2025,P078,CUST-414,4
ORD-05626,23/04/2025,P011,CUST-109,2
ORD-05529,23/04/2025,P035,CUST-122,1
ORD-08932,23/04/2025,P097,CUST-485,1
ORD-09972,23/04/2025,P025,CUST-311,3
ORD-07260,23/04/2025,P025,CUST-272,2
ORD-09313,23/04/2025,P061,CUST-284,1
ORD-07439,23/04/2025,P043,CUST-052,1
ORD-08025,23/04/2025,P028,CUST-428,1
ORD-09275,23/04/2025,P029,CUST-256,1
ORD-05063,23/04/2025,P099,CUST-345,4
ORD-08464,23/04/2025,P098,CUST-370,3
ORD-06348,23/04/2025,P050,CUST-278,1
ORD-04439,23/04/2025,P100,CUST-242,1
ORD-06618,23/04/2025,P083,CUST-177,1
ORD-05103,23/04/2025,P027,CUST-455,1
ORD-04443,23/04/2025,P064,CUST-035,1
ORD-02286,23/04/2025,P026,CUST-007,1
ORD-08701,23/04/2025,P055,CUST-394,2
ORD-07795,23/04/2025,P039,CUST-072,3
ORD-04613,23/04/2025,P006,CUST-174,1
ORD-03253,23/04/2025,P033,CUST-355,2
ORD-00022,23/04/2025,P020,CUST-406,2
ORD-06994,23/04/2025,P008,CUST-490,4
ORD-04966,23/04/2025,P093,CUST-270,1
ORD-05906,23/04/2025,P088,CUST-184,1
ORD-01581,23/04/2025,P016,CUST-490,1
ORD-07974,23/04/2025,P003,CUST-389,1
ORD-03905,23/04/2025,P088,CUST-106,1
ORD-08207,24/04/2025,P012,CUST-158,1
ORD-01499,24/04/2025,P010,CUST-066,1
ORD-09931,24/04/2025,P099,CUST-027,1
ORD-05325,24/04/2025,P045,CUST-404,3
ORD-08299,24/04/2025,P015,CUST-411,2
ORD-02087,24/04/2025,P017,CUST-204,1
ORD-05754,24/04/2025,P010,CUST-342,1
ORD-08482,24/04/2025,P069,CUST-468,3
ORD-01632,24/04/2025,P067,CUST-193,1
ORD-05927,24/04/2025,P027,CUST-085,1
ORD-03640,24/04/2025,P096,CUST-302,1
ORD-00411,24/04/2025,P082,CUST-221,1
ORD-01393,24/04/2025,P090,CUST-303,2
ORD-01107,24/04/2025,P052,CUST-247,1
ORD-04796,24/04/2025,P029,CUST-211,1
ORD-02790,24/04/2025,P045,CUST-421,2
ORD-01307,24/04/2025,P071,CUST-317,1
ORD-09685,24/04/2025,P091,CUST-311,1
ORD-02699,24/04/2025,P030,CUST-055,1
ORD-03176,24/04/2025,P050,CUST-039,2
ORD-01462,24/04/2025,P006,CUST-326,1
ORD-04475,24/04/2025,P002,CUST-095,1
ORD-06750,24/04/2025,P083,CUST-272,1
ORD-04553,24/04/2025,P050,CUST-073,2
ORD-09152,25/04/2025,P039,CUST-405,1
ORD-02338,25/04/2025,P069,CUST-021,1
ORD-07172,25/04/2025,P041,CUST-270,1
ORD-02283,25/04/2025,P047,CUST-225,1
ORD-08205,25/04/2025,P007,CUST-203,1
ORD-08925,25/04/2025,P071,CUST-017,1
ORD-06275,25/04/2025,P080,CUST-183,1
ORD-07091,25/04/2025,P002,CUST-295,1
ORD-05412,25/04/2025,P025,CUST-047,4
ORD-01434,25/04/2025,P058,CUST-375,1
ORD-08813,25/04/2025,P016,CUST-193,1
ORD-08535,25/04/2025,P099,CUST-081,1
ORD-03423,25/04/2025,P016,CUST-497,3
ORD-05653,25/04/2025,P049,CUST-481,1
ORD-04222,25/04/2025,P057,CUST-467,1
ORD-06486,25/04/2025,P068,CUST-107,1
ORD-04254,25/04/2025,P061,CUST-284,1
ORD-04240,25/04/2025,P025,CUST-314,4
ORD-00717,25/04/2025,P026,CUST-302,1
ORD-07553,26/04/2025,P085,CUST-219,3
ORD-03663,26/04/2025,P014,CUST-334,1
ORD-06177,26/04/2025,P006,CUST-270,2
ORD-05493,26/04/2025,P094,CUST-296,1
ORD-02198,26/04/2025,P039,CUST-393,4
ORD-08718,26/04/2025,P053,CUST-321,2
ORD-04306,26/04/2025,P084,CUST-268,1
ORD-06683,26/04/2025,P031,CUST-059,1
ORD-01597,26/04/2025,P033,CUST-142,1
ORD-07268,26/04/2025,P017,CUST-022,1
ORD-02296,26/04/2025,P023,CUST-293,1
ORD-04519,26/04/2025,P088,CUST-353,1
ORD-04943,26/04/2025,P017,CUST-361,1
ORD-07665,26/04/2025,P020,CUST-039,1
ORD-07131,26/04/2025,P062,CUST-333,2
ORD-03749,26/04/2025,P096,CUST-130,1
ORD-07234,26/04/2025,P010,CUST-119,1
ORD-01693,26/04/2025,P036,CUST-388,3
ORD-02630,26/04/2025,P087,CUST-468,1
ORD-08432,26/04/2025,P045,CUST-240,2
ORD-05438,26/04/2025,P059,CUST-447,1
ORD-09955,26/04/2025,P100,CUST-430,1
ORD-09289,26/04/2025,P010,CUST-385,1
ORD-00141,26/04/2025,P011,CUST-174,2
ORD-03388,26/04/2025,P037,CUST-143,1
ORD-00329,26/04/2025,P007,CUST-266,1
ORD-04886,26/04/2025,P073,CUST-021,1
ORD-09500,26/04/2025,P034,CUST-382,2
ORD-08217,26/04/2025,P045,CUST-049,1
ORD-08916,26/04/2025,P084,CUST-316,1
ORD-08378,26/04/2025,P039,CUST-199,1
ORD-07530,27/04/2025,P039,CUST-144,1
ORD-09388,27/04/2025,P086,CUST-237,1
ORD-08501,27/04/2025,P056,CUST-402,1
ORD-07014,27/04/2025,P066,CUST-363,2
ORD-09838,27/04/2025,P095,CUST-067,1
ORD-02668,27/04/2025,P076,CUST-105,1
ORD-08571,27/04/2025,P096,CUST-166,1
ORD-05015,27/04/2025,P037,CUST-219,5
ORD-06792,27/04/2025,P091,CUST-308,5
ORD-06542,27/04/2025,P038,CUST-256,3
ORD-05188,27/04/2025,P043,CUST-480,1
ORD-07777,27/04/2025,P095,CUST-459,4
ORD-01076,27/04/2025,P002,CUST-122,1
ORD-08294,27/04/2025,P020,CUST-442,1
ORD-09238,27/04/2025,P089,CUST-234,2
ORD-08809,27/04/2025,P009,CUST-445,1
ORD-00369,27/04/2025,P068,CUST-341,1
ORD-02454,27/04/2025,P006,CUST-067,1
ORD-07353,27/04/2025,P035,CUST-329,1
ORD-04303,27/04/2025,P036,CUST-401,2
ORD-03593,27/04/2025,P046,CUST-208,1
ORD-08884,27/04/2025,P070,CUST-083,1
ORD-01775,27/04/2025,P023,CUST-394,1
ORD-08423,27/04/2025,P062,CUST-354,1
ORD-08617,27/04/2025,P047,CUST-416,1
ORD-09438,27/04/2025,P096,CUST-145,1
ORD-00781,27/04/2025,P037,CUST-328,1
ORD-04367,27/04/2025,P030,CUST-472,1
ORD-02377,27/04/2025,P051,CUST-081,3
ORD-03774,28/04/2025,P098,CUST-065,1
ORD-07121,28/04/2025,P065,CUST-249,1
ORD-01756,28/04/2025,P026,CUST-446,2
ORD-09300,28/04/2025,P070,CUST-474,1
ORD-05135,28/04/2025,P014,CUST-186,1
ORD-01355,28/04/2025,P045,CUST-200,2
ORD-02963,28/04/2025,P014,CUST-079,1
ORD-09341,28/04/2025,P013,CUST-442,1
ORD-03893,28/04/2025,P054,CUST-231,3
ORD-00455,28/04/2025,P083,CUST-399,1
ORD-09218,28/04/2025,P087,CUST-085,1
ORD-00580,28/04/2025,P082,CUST-458,1
ORD-00442,28/04/2025,P030,CUST-292,1
ORD-00702,28/04/2025,P100,CUST-202,2
ORD-04421,28/04/2025,P017,CUST-189,1
ORD-01631,28/04/2025,P029,CUST-203,2
ORD-07866,28/04/2025,P021,CUST-143,1
ORD-09208,28/04/2025,P057,CUST-476,1
ORD-08606,28/04/2025,P054,CUST-217,1
ORD-03282,28/04/2025,P066,CUST-138,1
ORD-04842,28/04/2025,P052,CUST-259,1
ORD-02907,28/04/2025,P063,CUST-120,1
ORD-09731,29/04/2025,P061,CUST-365,4
ORD-04785,29/04/2025,P076,CUST-117,1
ORD-07853,29/04/2025,P029,CUST-116,2
ORD-04076,29/04/2025,P087,CUST-340,3
ORD-00820,29/04/2025,P051,CUST-134,1
ORD-08960,29/04/2025,P030,CUST-264,1
ORD-01969,29/04/2025,P013,CUST-300,3
ORD-05758,29/04/2025,P076,CUST-252,4
ORD-05612,29/04/2025,P074,CUST-148,1
ORD-09172,29/04/2025,P083,CUST-061,2
ORD-01833,29/04/2025,P004,CUST-346,1
ORD-00796,29/04/2025,P038,CUST-449,2
ORD-07798,29/04/2025,P064,CUST-062,2
ORD-05998,29/04/2025,P001,CUST-406,1
ORD-00496,29/04/2025,P071,CUST-060,1
ORD-02851,29/04/2025,P035,CUST-237,3
ORD-01103,29/04/2025,P087,CUST-180,5
ORD-09819,29/04/2025,P080,CUST-293,4
ORD-07307,29/04/2025,P052,CUST-472,1
ORD-08059,29/04/2025,P059,CUST-475,1
ORD-01806,29/04/2025,P058,CUST-034,1
ORD-00061,29/04/2025,P020,CUST-244,1
ORD-09863,30/04/2025,P085,CUST-086,2
ORD-01498,30/04/2025,P055,CUST-181,2
ORD-07634,30/04/2025,P044,CUST-149,2
ORD-09537,30/04/2025,P082,CUST-437,1
ORD-04505,30/04/2025,P040,CUST-419,3
ORD-02224,30/04/2025,P092,CUST-254,3
ORD-01945,30/04/2025,P067,CUST-045,1
ORD-05919,30/04/2025,P078,CUST-180,1
ORD-06856,30/04/2025,P091,CUST-207,5
ORD-03609,30/04/2025,P052,CUST-203,1
ORD-07324,30/04/2025,P045,CUST-063,1
ORD-08266,30/04/2025,P019,CUST-212,1
ORD-07564,30/04/2025,P005,CUST-098,1
ORD-06818,30/04/2025,P059,CUST-267,1
ORD-09033,30/04/2025,P025,CUST-005,1
ORD-07392,30/04/2025,P047,CUST-272,1
ORD-07104,30/04/2025,P060,CUST-357,2
ORD-05399,30/04/2025,P062,CUST-234,2
ORD-02820,30/04/2025,P084,CUST-213,1
ORD-01271,30/04/2025,P046,CUST-096,1
ORD-09231,30/04/2025,P047,CUST-004,1
ORD-00938,30/04/2025,P053,CUST-021,2
ORD-01847,30/04/2025,P045,CUST-170,1
ORD-04863,30/04/2025,P073,CUST-059,1
ORD-04700,01/05/2025,P098,CUST-023,1
ORD-00429,01/05/2025,P066,CUST-086,1
ORD-03359,01/05/2025,P090,CUST-420,2
ORD-06629,01/05/2025,P099,CUST-026,1
ORD-09785,01/05/2025,P074,CUST-255,1
ORD-03241,01/05/2025,P067,CUST-172,1
ORD-00459,01/05/2025,P023,CUST-176,2
ORD-00694,01/05/2025,P032,CUST-199,1
ORD-09412,01/05/2025,P072,CUST-169,1
ORD-04712,01/05/2025,P097,CUST-041,1
ORD-02775,01/05/2025,P085,CUST-390,4
ORD-05583,01/05/2025,P036,CUST-183,3
ORD-01431,01/05/2025,P095,CUST-125,3
ORD-05864,01/05/2025,P015,CUST-321,1
ORD-04032,01/05/2025,P084,CUST-362,1
ORD-02311,01/05/2025,P046,CUST-351,1
ORD-01921,01/05/2025,P062,CUST-145,1
ORD-07428,01/05/2025,P016,CUST-109,1
ORD-07288,01/05/2025,P086,CUST-104,1
ORD-04128,01/05/2025,P065,CUST-267,3
ORD-01204,01/05/2025,P040,CUST-258,1
ORD-05098,02/05/2025,P013,CUST-263,1
ORD-02935,02/05/2025,P079,CUST-252,1
ORD-08785,02/05/2025,P053,CUST-394,1
ORD-00815,02/05/2025,P086,CUST-457,1
ORD-04676,02/05/2025,P094,CUST-021,1
ORD-00223,02/05/2025,P071,CUST-410,1
ORD-00722,02/05/2025,P067,CUST-154,1
ORD-00480,02/05/2025,P026,CUST-107,1
ORD-05877,02/05/2025,P023,CUST-153,1
ORD-04752,02/05/2025,P049,CUST-032,1
ORD-03481,02/05/2025,P076,CUST-073,1
ORD-07220,02/05/2025,P003,CUST-186,1
ORD-00736,02/05/2025,P078,CUST-053,1
ORD-00015,02/05/2025,P007,CUST-370,2
ORD-07123,02/05/2025,P100,CUST-260,1
ORD-06387,02/05/2025,P096,CUST-309,3
ORD-09593,02/05/2025,P008,CUST-434,1
ORD-01882,02/05/2025,P033,CUST-126,1
ORD-03199,02/05/2025,P040,CUST-050,2
ORD-04957,02/05/2025,P029,CUST-493,1
ORD-02451,02/05/2025,P063,CUST-318,2
ORD-09452,02/05/2025,P069,CUST-203,1
ORD-08384,02/05/2025,P027,CUST-003,2
ORD-08819,02/05/2025,P019,CUST-437,1
ORD-06915,02/05/2025,P048,CUST-391,1
ORD-07425,02/05/2025,P078,CUST-322,1
ORD-08861,02/05/2025,P057,CUST-245,1
ORD-06032,02/05/2025,P075,CUST-465,1
ORD-01702,02/05/2025,P080,CUST-396,1
ORD-08793,03/05/2025,P053,CUST-441,2
ORD-04144,03/05/2025,P091,CUST-097,1
ORD-05145,03/05/2025,P015,CUST-162,2
ORD-06360,03/05/2025,P047,CUST-126,1
ORD-04809,03/05/2025,P036,CUST-384,2
ORD-08663,03/05/2025,P081,CUST-125,4
ORD-04372,03/05/2025,P090,CUST-371,1
ORD-04464,03/05/2025,P062,CUST-405,1
ORD-08288,03/05/2025,P086,CUST-243,3
ORD-08655,03/05/2025,P036,CUST-390,1
ORD-02544,03/05/2025,P017,CUST-096,1
ORD-06623,03/05/2025,P040,CUST-338,1
ORD-06538,03/05/2025,P080,CUST-467,1
ORD-05546,03/05/2025,P055,CUST-098,1
ORD-00202,03/05/2025,P036,CUST-442,1
ORD-07701,03/05/2025,P050,CUST-236,2
ORD-00656,03/05/2025,P040,CUST-189,1
ORD-02134,03/05/2025,P079,CUST-039,4
ORD-07249,03/05/2025,P003,CUST-374,1
ORD-07756,03/05/2025,P033,CUST-453,2
ORD-08742,03/05/2025,P047,CUST-482,1
ORD-00718,03/05/2025,P045,CUST-202,1
ORD-08979,03/05/2025,P093,CUST-291,3
ORD-09665,03/05/2025,P034,CUST-476,4
ORD-06842,03/05/2025,P005,CUST-024,1
ORD-02845,03/05/2025,P081,CUST-039,1
ORD-07620,03/05/2025,P039,CUST-031,1
ORD-09101,03/05/2025,P032,CUST-177,1
ORD-06847,03/05/2025,P082,CUST-107,1
ORD-08824,04/05/2025,P054,CUST-329,2
ORD-02422,04/05/2025,P090,CUST-448,1
ORD-08472,04/05/2025,P058,CUST-080,2
ORD-08272,04/05/2025,P004,CUST-225,5
ORD-03775,04/05/2025,P057,CUST-144,1
ORD-01077,04/05/2025,P062,CUST-129,1
ORD-02056,04/05/2025,P069,CUST-114,1
ORD-09915,04/05/2025,P017,CUST-177,1
ORD-02666,04/05/2025,P059,CUST-083,1
ORD-06294,04/05/2025,P037,CUST-032,1
ORD-06093,04/05/2025,P036,CUST-040,1
ORD-01870,04/05/2025,P008,CUST-151,1
ORD-06066,04/05/2025,P002,CUST-128,1
ORD-05380,04/05/2025,P100,CUST-303,3
ORD-03831,04/05/2025,P012,CUST-080,4
ORD-08502,04/05/2025,P032,CUST-340,1
ORD-07194,04/05/2025,P032,CUST-344,1
ORD-03715,04/05/2025,P029,CUST-171,1
ORD-04542,04/05/2025,P051,CUST-436,1
ORD-05987,04/05/2025,P095,CUST-388,1
ORD-06496,04/05/2025,P096,CUST-140,2
ORD-03069,05/05/2025,P087,CUST-168,1
ORD-06314,05/05/2025,P086,CUST-049,1
ORD-09663,05/05/2025,P088,CUST-296,1
ORD-01014,05/05/2025,P064,CUST-053,1
ORD-00971,05/05/2025,P071,CUST-237,4
ORD-07941,05/05/2025,P058,CUST-387,5
ORD-05073,05/05/2025,P054,CUST-191,1
